Time,Amount,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Class
15795,4292.21,0.5931012579683838,-1.5929937335316693,0.12637957954641182,0.18970616761039566,0.33385996656853467,-1.5350402475323597,0.8721970000729778,-2.3869298701956727,-0.1908722195531798,-1.8465730478044171,0
860,2145.54,-0.3095464393139903,0.440474737960399,1.9389289990582848,-0.6619821777966091,1.4313667818311835,-1.8800100339077637,-0.3150867311941086,-0.4958781720101493,-0.19819567637971988,-0.4286545269165333,0
76820,3754.6,0.326133022242118,-0.019637798926681216,-1.0003313246055747,0.42588720619303577,1.0817667276728287,0.7127120288613313,-0.5717460419560614,1.0973001875437087,0.5101574689151834,1.0294405559270405,0
54886,3772.96,-1.251113576385303,0.5524899544171478,-0.6777449705248515,0.01914777741575206,-1.3122191934314063,-1.8831502080585838,0.33260751032419755,-1.5656480316055963,1.2725701629285695,-0.33689512678513855,0
6265,516.52,0.924027019206901,0.22391413406466143,0.513907849658915,-0.6414869090443096,0.6220699903060487,-0.37231905293792283,0.9331280723410693,-3.007632339693757,0.1263141994832002,-0.8464343014589786,0
82386,4512.86,-0.18490213644298903,1.3641404299738442,0.17958178193959795,0.487872284871074,1.3289333195354096,0.4373131870389607,-0.22272070077660705,0.5711794062192087,-0.46913085421040895,0.9256722095027217,0
37194,2526.76,-0.5227230205190395,0.12522450264790727,0.3506300992735592,1.804348109786743,0.38680852068920263,0.18517553682991406,1.0651719657143865,0.24365722370271442,-0.9928660010855455,-0.3307748960230527,0
44131,4132.46,1.0490092258368893,-0.429405541125253,0.4891871301476635,-0.19090379172729868,1.090980425185967,0.42544486418417227,1.4526167454861794,-1.0902084067994298,-1.4452052644122255,-0.5101608136502173,0
60263,1600.93,-0.7043436905427592,0.12229750303228377,0.6347214685617699,0.7197579421481819,2.012270445700765,0.22228985580085406,-0.9163209190734197,-0.9855396007209299,0.6662696720435232,0.14945608966330953,0
16023,4477.72,-1.4084612963635597,0.5432980290363879,1.1096998419562232,-1.2932729578711637,1.0237095461069814,1.2788658133133932,-0.8369207037962799,-0.9697437196346744,0.5779785236395572,0.7707502096187874,1
41090,1946.62,-1.5566291735239037,0.04886007032570433,0.40981865692851255,-0.9564363768180087,0.24930859564172886,-0.952316380738797,-0.14037505890533644,0.11053531747394013,0.5773635251066616,2.381713531732546,0
67221,55.18,0.6060099513456396,0.04059169120388238,-0.24125765461854246,0.47240627788037737,1.0450884740847535,-0.6769951384585313,0.3076126681891964,-0.626315276183007,-0.1286594463520559,0.8272361076574231,0
64820,4527.0,-1.280429352496283,-0.7019916878067554,0.6725737012027313,1.484116028535965,0.14488783309689118,-0.772659445270824,-0.524567013767051,0.49406391897551966,1.4069347458917507,1.1598399663883443,0
769,457.34,1.7547941819843647,-0.6629009175509482,1.8998819348952156,0.35561334878566,0.02390304328495547,0.8301918118626102,1.3522026788671444,-2.854626662904391,-0.4841184945848177,-0.5059661989878553,0
59735,1597.25,-2.081929407883722,-1.4026052717996935,-0.13263374638257355,-0.31305803052315434,-0.35141423571373254,0.9003985883950636,0.4240668615184512,-0.8568518651277993,0.9552692372072055,-1.0258681059694763,0
62955,4750.36,1.6964563682900382,1.7495767431869393,-0.9745293046706415,-0.0007085945766459172,1.5634133588321082,0.4512253193185082,0.03944704824073949,-1.1260539609110503,-0.038742894989543024,0.06233134961912296,0
64925,4753.09,0.2110174672026184,-1.243863235391285,1.1070806692869728,-1.2504077339697175,-0.8184286659420014,1.1834936668899279,-1.4359095238685275,-0.2563406783724922,-0.6083507646793376,0.10716991525959621,0
67969,2867.62,-0.09671311187039239,-0.6929051977959073,-0.12038116395359824,0.6045153263553668,1.532367724678116,-1.1780408673763807,-1.3158158164275071,-0.5380477584901385,0.5925303073177614,-1.0785127413645972,0
5311,3159.55,-0.5449190868089497,-0.7184072655691974,-2.172669546014036,0.8823330623234091,0.49986412374037137,1.667224111551137,0.2810092502818063,0.7978437798957666,0.4096361186839937,-0.17529452990401284,0
83104,2242.78,0.39913611435207086,0.8949243769444413,0.8474216771504216,-0.45209033283308037,-1.3993061748019415,1.5232386217122582,-2.132595626154836,-1.8593367716600575,0.3569727592669261,0.3993176017191309,0
53707,1466.76,-0.037634702424848364,-0.2949496782920278,-0.5353281859539227,-0.4700421477595015,0.3676492929914216,0.7356219972457467,1.0126374096440718,0.045491476330752,0.08127842205619876,0.36039339501808015,0
85305,1643.99,1.1033018820165215,1.2477420726737338,-0.09053328230416077,0.2658782296520485,-2.100026507651624,1.78179890877106,-0.1581538443723203,0.5583364232117055,-0.037893081716830875,0.5042878533842724,0
28693,3362.92,0.11422764866203965,-0.6734906242438685,0.33198033056901455,-0.4367197360405955,0.6255080168310357,-1.6566232076777738,3.2430929695947333,1.8566474365619547,2.3883719928704386,0.29096473013744295,0
71932,3762.12,0.1503017614618776,0.27899416222380197,0.1904996797790664,-0.06613261462582246,0.885231482988991,-0.5244481362626519,2.3079162506161106,-0.4817659710934752,1.184256645196173,-0.5070086592700558,0
25658,3958.1,-0.36361221221385587,-0.8353470532597573,0.7094518171390395,2.0997217891665154,-0.5923559556520536,-0.7353034606819523,-0.18144906924751675,0.32445860435251705,0.7228268949855121,-0.5139006266488432,0
84478,3948.3,-0.056945623721067457,2.1451491277733883,-0.43548637056984335,-0.24702570074599667,0.12354769595558233,0.7214793237573432,-0.10633700253131496,-1.803862792562365,0.11179915820338826,-1.198951397993876,0
18431,456.94,0.3078017688920592,-1.1875984190295128,0.5131057981760827,-0.3583401520212222,1.9541574337502863,-1.0501407396021456,0.9955815140020298,-2.391956204313024,1.0071572005966691,1.784775039185095,0
2747,2472.61,-1.7101683926566256,0.3098207102270275,-0.2595466775839172,-0.6475418056351592,-0.5057467042619367,0.7574951493374855,1.7031726099180378,0.8447743757816999,0.5179947763914519,0.013450364619293007,0
59150,288.74,-1.348185422105713,0.6337768809320985,0.738810480887503,0.7441919714999368,-1.0589075870566005,1.3705361439967134,-1.6380290574360168,-0.005560293648070566,0.02620475277403566,-0.22485305579485193,0
65725,2748.09,0.743264094022715,0.41379909745149823,0.6153674840130534,-0.181224173218103,1.4816634024625988,0.6952029000839993,-1.7863754653546866,1.1785126897984228,-0.30356432526591504,-0.9287920814524587,0
84654,2208.21,0.17086543812794186,-0.1852876588777083,-0.9354387020445953,-0.649373038321426,1.9625871905307948,0.2837510236615011,-0.6220348055543814,-1.3734028889697492,-0.0809173376626882,2.9356579023277782,0
35773,4438.63,-0.18398333635267913,-0.12982069973342616,1.0859821161750323,1.321304032273012,0.0036956718478473255,-0.9878733409007492,0.5827375831738644,0.5199021395287525,-3.1704257358780557,-1.0733280322228955,0
67435,1755.22,0.01843393306539316,0.0438114719791096,-0.535963445114048,1.4196030045136372,1.0114630354083562,-0.8468509661253646,0.4968735905075971,1.8688178405438531,0.21060083929764178,-0.4288479256060734,0
56886,586.22,0.34758170536167105,-0.14700200162848862,0.8080577982811451,-0.6004235657387051,1.341475915530881,1.2496189052966666,1.0697714549838502,0.4197056083572659,-0.4884760801103597,0.4158368362860605,0
66803,715.82,-0.5397596803093615,0.9638791167949097,0.36728731340134063,-1.8665399513606162,-0.742484232538384,0.7793490039053323,-1.1996975283653082,0.27658150559104877,1.592669998282884,0.6002129657442777,0
31551,3807.79,-0.7783047254023127,2.2105230015913513,1.8381836767951225,1.0075136898369221,-0.4853058353678683,-0.03901951937754412,-2.3161438629688766,0.008556080824349832,0.01934407081175429,0.957932055215684,0
11394,3091.47,0.19584525509768155,-0.5574917850078336,-0.22346598237185214,-0.684629825760004,1.230874513154735,-0.41790954576589057,0.8580141953021454,-1.5708814571259122,-1.1889634195349619,1.8076085077692632,0
69092,506.51,-0.978372777615032,-1.3698029795790778,-0.3493167961181975,0.7906255991627686,1.6850142787085094,-2.025807873111377,-0.8281962729652346,1.355572935710348,-0.0498801541281177,0.5061576554607123,0
3890,421.45,0.40825275571447184,-0.08828204835125482,-0.01941960588773261,-1.9701038177118355,0.5628808601743548,-1.0708524186844388,-2.018487864388638,-0.6108576398050658,-1.0461210850625042,-1.0560307999666676,0
41606,3505.14,-1.7025836042378404,2.5797093376543185,-0.30317978283427544,0.8925973382993092,-0.8798143535020543,1.9114190871397234,0.14506374595938162,0.5044832563830169,0.4734074157124664,-0.2569451251217815,0
80038,364.74,1.0291556373256436,-0.8036745679697308,0.7999419019420501,-1.2111719292807812,1.9870611116994412,-1.2804555710024668,0.7931756882186773,-1.5630343065712535,0.29094736433948537,0.30783237251388496,0
10627,4109.48,0.472597482413043,1.6391168054440675,-1.616310608436588,0.7307641190665245,-0.5309708978119645,0.18947982122108065,-0.12205713212127726,-1.1794596645077804,0.9578396311082676,2.068226041505824,0
8792,3531.5,0.25602973431387566,1.6777008140764407,-1.053682419146354,0.014273067836434106,-0.33513778117145177,1.0074439731951985,-0.45784838618248924,1.4350873992222355,-0.7908817916945654,-1.397805478424297,0
73969,407.66,0.9826909839455139,-0.5535882417079946,-1.067802921579193,-0.9539394193966448,0.34233783448962146,-1.2549226680022925,-0.15936223214590656,-0.34730228895784293,0.0340080962281468,1.2025765052252275,0
43001,425.1,1.6654744444625766,0.5689830791852754,0.9503075919735757,-0.4070363129267805,1.5541604207147741,0.1847104747810833,-0.37058276240078286,1.4532754760425446,-1.3650217954266353,0.1799143695464168,0
76552,4933.21,1.0143700650181304,1.628396623128538,1.7106133725819253,0.6863184569567008,0.8539759765522237,0.937915537510655,-1.3480471119401671,-0.07823065905851781,0.7014947819247145,0.8378305352294807,0
23897,1871.98,-1.8408742313316453,-0.3791277409874871,-0.1044492185374715,0.10589445311523424,0.41486550036191044,0.012499321907250335,-0.7146806769904318,-1.8418977729578574,0.518871180440122,-0.10199471663593199,0
68148,1853.84,-1.2795769667357015,-0.20358036010236177,-0.16882172319001063,0.5844129804724842,0.4632885301181062,2.8684030556667683,0.5212799050138145,0.8920675997317206,0.49580502102757085,-0.8424326301263264,0
23483,4064.19,-0.6248185776956788,-0.5816809139486437,0.07005216311318138,1.9764405845154855,0.04351466864346608,-1.6685992588781953,0.3216785413765001,-0.5898923177556078,0.00161903135694112,0.750872779401332,0
48555,4736.3,0.026091050210833786,-1.0147567306928669,1.1618783026081905,-1.5642416117110514,0.5581395145185063,1.0587285298838789,0.16805980596682024,0.6986888135170435,0.4147728907887909,0.6544310271056212,0
17159,4930.02,0.517659020469123,-0.6492775450660071,-0.9273531341905741,1.617212574968624,-2.529560077694303,-0.17280173739646437,-0.9951484818533795,0.025210867540082116,1.6043391083085963,0.9720569657397219,0
80077,3767.14,-0.7257438131534656,-1.2239402667622565,0.23836898273478513,0.10435593752321293,-0.29660745906979835,0.7719201548366751,-0.18150316213566714,-1.5431182279428703,-0.28509425704201397,-0.01330463537863531,0
35920,1881.92,0.18676676447707832,0.03408346825922607,0.9751976297824297,-0.8987840483231282,0.241321934916781,0.44130715169924584,-2.1770650464428547,0.16429476537056906,0.1386451837100845,-0.5998220233198494,0
67121,418.42,-0.7553829323533225,-0.7699732310586418,0.5010941699398452,-1.3303136257389898,-1.151014083619507,-0.7331561971099966,0.17847666388538974,2.196223142152799,-1.0861262991814098,-1.5587869950238415,0
69479,3885.96,-0.6115178029919482,0.2337859117907477,0.1895816165987434,-0.1891203907770335,0.38632331781156,0.22899639245934025,1.4288577078135674,0.4929864585144592,-0.8682609615983323,0.8193732681394064,0
19457,2792.46,-1.4066610968482223,-1.5558956462036273,1.0010460925671412,0.9216501119244593,-0.20447122098612153,-1.8579014513982872,-1.4741321320421057,-0.05751775300546313,0.09781329309330739,0.42388948244398605,1
66557,2121.69,-0.9232332461109043,0.33088023221445706,-2.703232292999237,-0.12754912037753421,1.75547569831549,0.6032475005713938,-0.5859276733177553,1.0753434019568977,1.1039335467019071,-0.9657826328639593,0
77189,4531.87,-1.3516846056163336,0.8335289616089246,0.6778753195309076,1.5111549302473475,1.5730197252148563,0.29815846599052565,0.32910677871012955,0.2106684652031108,-0.25628082425157245,-0.5385736732966242,0
78953,556.88,-0.9758732529773327,-1.9937356425714554,-0.6540756831274238,-1.4511756900515589,-0.46580556911816284,0.6386601686431024,1.2528426344274837,0.20953423026279433,-0.23591652931212392,-0.46675881195144053,0
